,代码,名称,最新,市盈率,市净率,所属行业,流通市值,营业总收入同比,营业总收入,营业利润,每股收益,流动资产,利润总额,每股净资产,归属净利润同比,未分配利润,每股未分配利润,销售毛利率,总资产,流动资产1,固定资产,无形资产,资产负债比率,公积金,总负债,流动负债,长期负债,每股公积金,归属净利润,总市值
1261,603477,振静股份,7.76,29.1,2.27,29,4.66亿,0.12,4.77亿,5668万,0.2,9.56亿,5787万,3.42,3.76,1.92亿,0.8,19.39,13.6亿,9.56亿,1.37亿,4470万,37.31,3.74亿,5.06亿,5.03亿,217万,1.56,4800万,18.6亿
1262,603486,科沃斯,49.04,51.18,8.56,26,19.7亿,28.2,37.5亿,3.44亿,0.72,34.3亿,3.49亿,5.73,33.85,7.47亿,1.87,36.97,41.9亿,34.3亿,4.07亿,8489万,45.12,10.9亿,18.9亿,18.7亿,1611万,2.73,2.88亿,196亿
1263,603488,展鹏科技,8.29,26.17,2.14,13,8.00亿,9.14,2.24亿,5730万,0.24,7.48亿,5846万,3.88,-4.01,2.25亿,1.08,34.63,9.03亿,7.48亿,1.22亿,2828万,10.32,3.37亿,9323万,9323万,0,1.61,4964万,17.3亿
1264,603496,恒为科技,25.64,33.05,5.04,42,19.5亿,53.54,3.37亿,9428万,0.58,6.91亿,9522万,5.09,48.79,2.35亿,1.66,56.01,8.42亿,6.91亿,8227万,152万,13.84,3.61亿,1.17亿,1.14亿,240万,2.54,8265万,36.4亿
1265,603499,翔港科技,20.26,40.41,3.9,28,5.07亿,12.49,2.71亿,3536万,0.38,3.73亿,3859万,5.2,4.55,1.21亿,1.19,22.64,7.03亿,3.73亿,2.43亿,3276万,25.04,3.05亿,1.76亿,1.49亿,2708万,3.01,3810万,20.5亿
1266,603500,祥和实业,12.67,35.97,2.77,40,6.39亿,-0.26,2.03亿,5450万,0.26,6.81亿,5443万,4.57,-17.85,1.61亿,0.91,40.37,8.68亿,6.81亿,1.15亿,3281万,7.07,4.50亿,6134万,5866万,268万,2.55,4660万,22.3亿
1267,603501,韦尔股份,29.88,41.54,8.46,50,40.8亿,92.4,31.1亿,2.85亿,0.54,29.7亿,2.88亿,3.53,145.05,7.28亿,1.6,26.58,39.7亿,29.7亿,2.01亿,6359万,59.26,10.9亿,23.5亿,23.0亿,5519万,2.4,2.46亿,136亿
1268,603505,金石资源,12.66,32.11,3.93,43,14.2亿,53.91,3.68亿,9807万,0.3,3.48亿,9635万,3.23,44.66,3.35亿,1.4,50.26,14.6亿,3.48亿,5.93亿,3.57亿,46.71,1.76亿,6.81亿,5.96亿,8502万,0.73,7096万,30.4亿
1269,603506,南都物业,22.93,26.93,3.86,7,5.91亿,27.1,7.38亿,8853万,0.64,9.72亿,9217万,5.94,30.32,1.50亿,1.46,22.55,12.2亿,9.72亿,3189万,80.0万,49.1,3.44亿,5.98亿,5.98亿,0,3.33,6590万,23.7亿
1270,603507,振江股份,22.7,35.6,2.08,38,15.0亿,-12.66,6.70亿,7249万,0.48,14.3亿,7269万,10.94,-41.87,3.08亿,2.4,25.13,22.3亿,14.3亿,3.72亿,4388万,35.8,9.83亿,7.98亿,7.94亿,321万,7.68,6125万,29.1亿
1271,603508,思维列控,44.3,39.35,2.69,41,28.9亿,24.7,3.96亿,1.64亿,0.84,12.9亿,1.64亿,16.44,33.92,10.3亿,6.43,58.61,28.2亿,12.9亿,1.75亿,6303万,5.53,13.5亿,1.56亿,1.54亿,174万,8.41,1.35亿,70.9亿
1272,603515,欧普照明,27.67,27.52,5.24,50,35.2亿,15.83,55.9亿,6.81亿,0.75,51.8亿,6.87亿,5.28,37.11,21.0亿,2.78,36.96,68.2亿,51.8亿,10.7亿,1.32亿,41.44,9.44亿,28.3亿,28.2亿,863万,1.25,5.70亿,209亿
1273,603516,淳中科技,24.85,35.51,4.4,33,8.14亿,6.43,1.99亿,7313万,0.52,5.71亿,7312万,5.65,-4.74,1.28亿,0.98,73.76,7.70亿,5.71亿,7927万,26.4万,3.86,4.63亿,2971万,2799万,172万,3.54,6873万,32.5亿
1274,603517,绝味食品,33.54,21.17,4.79,32,54.9亿,13.03,32.7亿,6.28亿,1.19,17.4亿,6.43亿,7,29.03,16.0亿,3.9,34.91,38.5亿,17.4亿,9.06亿,1.46亿,25.17,7.67亿,9.70亿,9.52亿,1798万,1.87,4.87亿,138亿
1275,603518,维格娜丝,14.83,14.66,1.18,29,22.1亿,30.58,20.2亿,2.12亿,0.76,20.7亿,2.21亿,12.62,141.37,7.97亿,4.41,69.44,64.8亿,20.7亿,9899万,15.2亿,61.2,12.8亿,39.6亿,12.1亿,27.6亿,7.11,1.37亿,26.8亿
1276,603519,立霸股份,9.5,26.09,3.09,43,21.1亿,0.49,8.85亿,7283万,0.27,7.64亿,7168万,3.08,1.89,3.23亿,1.45,14.58,8.79亿,7.64亿,9340万,1879万,22.38,8952万,1.97亿,1.96亿,56.0万,0.4,6061万,21.1亿
1277,603520,司太立,25.35,26.91,3.45,22,16.4亿,14.97,6.34亿,1.15亿,0.71,7.97亿,1.09亿,7.35,20.83,2.52亿,2.1,41.44,21.5亿,7.97亿,7.48亿,9835万,58.37,4.56亿,12.6亿,8.04亿,4.53亿,3.8,8479万,30.4亿
1278,603527,众源新材,10.96,20.09,2.25,44,11.8亿,11.17,24.1亿,8192万,0.41,9.40亿,8793万,4.86,18.17,2.53亿,1.45,6.51,11.3亿,9.40亿,1.08亿,3833万,25.17,3.68亿,2.85亿,2.72亿,1228万,2.11,7124万,19.1亿
1279,603528,多伦科技,6.34,27.8,2.76,41,11.9亿,7.96,4.17亿,1.27亿,0.17,17.0亿,1.27亿,2.3,27.6,5.30亿,0.85,61.37,20.5亿,17.0亿,1.53亿,2999万,29.03,1.93亿,5.95亿,5.82亿,1380万,0.31,1.07亿,39.8亿
1280,603533,掌阅科技,18.33,48,6.74,14,22.7亿,15.39,14.2亿,1.14亿,0.29,13.5亿,1.18亿,2.72,17.91,2.98亿,0.74,29.58,15.7亿,13.5亿,3360万,3339万,30.13,3.70亿,4.73亿,4.73亿,0,0.92,1.15亿,73.5亿
1281,603535,嘉诚国际,19.33,21.35,2,23,12.8亿,10.06,7.77亿,1.12亿,0.68,11.5亿,1.16亿,9.66,24.51,5.92亿,3.93,23.67,18.1亿,11.5亿,3.48亿,1.62亿,18.92,6.34亿,3.43亿,3.30亿,1303万,4.21,1.02亿,29.1亿
1282,603536,惠发股份,8.74,54.42,2.31,32,5.27亿,11.83,6.51亿,2449万,0.12,4.14亿,2597万,3.78,-32.66,2.69亿,1.6,24.32,10.4亿,4.14亿,4.41亿,8315万,38.98,1.78亿,4.05亿,3.51亿,5395万,1.06,2023万,14.7亿
1283,603538,美诺华,18.11,31.46,2.33,22,16.2亿,30.09,5.59亿,8255万,0.43,10.4亿,8301万,7.76,80.91,5.21亿,3.49,29.63,21.8亿,10.4亿,3.94亿,1.76亿,40.53,5.17亿,8.84亿,7.74亿,1.10亿,3.47,6440万,27.0亿
1284,603555,贵人鸟,6.18,181.43,1.77,29,38.8亿,-0.52,23.0亿,2547万,0.03,36.0亿,2478万,3.49,-89.14,4.20亿,0.67,30.01,65.6亿,36.0亿,6.21亿,1.11亿,61.89,9.19亿,40.6亿,28.7亿,12.0亿,1.46,1606万,38.8亿
1285,603556,海兴电力,14.68,19.54,1.48,38,24.6亿,-10.72,18.4亿,3.17亿,0.56,50.2亿,3.19亿,9.9,-32.19,18.3亿,3.69,43.27,64.0亿,50.2亿,4.35亿,1.65亿,23.29,25.2亿,14.9亿,12.7亿,2.22亿,5.08,2.79亿,72.7亿
1286,603557,起步股份,7.58,18.12,2.35,29,16.6亿,3.74,9.31亿,1.47亿,0.31,15.5亿,1.80亿,3.23,5.13,4.84亿,1.03,36.53,20.8亿,15.5亿,3.96亿,3394万,26.98,5.38亿,5.61亿,5.52亿,818万,1.15,1.47亿,35.6亿
1287,603558,健盛集团,10.78,19.38,1.54,29,33.4亿,50.39,11.4亿,1.96亿,0.42,11.7亿,1.96亿,6.98,63.66,5.33亿,1.28,28.26,35.0亿,11.7亿,10.9亿,2.49亿,16.94,19.1亿,5.93亿,5.52亿,4052万,4.59,1.74亿,44.9亿
1288,603559,中通国脉,24.12,161.87,4.06,42,19.2亿,16.73,3.56亿,1376万,0.11,9.78亿,1568万,5.95,7.3,1.84亿,1.28,19.56,14.6亿,9.78亿,8884万,3179万,47.25,3.98亿,6.91亿,6.87亿,402万,3.3,1602万,34.6亿
1289,603566,普莱柯,12.53,25.55,2.49,52,40.3亿,13.08,4.31亿,1.30亿,0.37,9.64亿,1.39亿,5.02,28.85,7.47亿,2.31,67.97,18.6亿,9.64亿,3.30亿,2.07亿,12.44,4.81亿,2.31亿,2.06亿,2489万,1.49,1.19亿,40.6亿
1290,603567,珍宝岛,12.02,20.54,2.09,22,102亿,2.73,19.8亿,4.57亿,0.44,50.2亿,4.55亿,5.75,5.08,25.1亿,2.96,73.46,74.4亿,50.2亿,12.6亿,1.98亿,34.25,12.3亿,25.5亿,24.1亿,1.43亿,1.44,3.73亿,102亿
1291,603568,伟明环保,22.74,20.31,5.69,55,155亿,62,11.7亿,6.66亿,0.84,13.0亿,6.65亿,3.99,52.67,17.0亿,2.47,60.99,48.4亿,13.0亿,1.02亿,24.4亿,43.11,2.88亿,20.9亿,5.00亿,15.9亿,0.42,5.77亿,156亿
1292,603569,长久物流,11.4,25.43,2.84,23,9.14亿,11.32,37.6亿,2.30亿,0.34,35.0亿,2.48亿,4.01,-19.04,11.1亿,1.98,10.22,55.9亿,35.0亿,13.2亿,2.85亿,56.56,3.87亿,31.6亿,24.9亿,6.78亿,0.69,1.88亿,63.8亿
1293,603577,汇金通,10.93,55.45,2.18,45,8.47亿,13.68,6.39亿,2797万,0.15,14.9亿,2872万,5.02,-28.67,2.24亿,1.28,18.25,18.9亿,14.9亿,2.41亿,6407万,52.34,4.53亿,9.89亿,9.72亿,1688万,2.59,2587万,19.1亿
1294,603578,三星新材,19,24.88,3.16,49,6.06亿,16.23,2.59亿,5575万,0.57,4.29亿,5604万,6.01,17.83,1.57亿,1.78,29.09,5.91亿,4.29亿,8086万,2461万,10.55,2.62亿,6237万,6181万,55.7万,2.97,5040万,16.7亿
1295,603579,荣泰健康,28.32,16.18,2.76,58,14.6亿,37.62,17.6亿,2.11亿,1.31,17.3亿,2.13亿,10.25,18.57,5.11亿,3.65,33.34,23.1亿,17.3亿,3.75亿,7114万,37.41,7.36亿,8.63亿,7.98亿,6522万,5.26,1.84亿,39.6亿
1296,603580,艾艾精工,16.11,36,3.85,48,4.86亿,24.79,1.44亿,3858万,0.34,3.41亿,3865万,4.18,39.1,1.68亿,1.8,46.77,4.41亿,3.41亿,8044万,1541万,11.45,1.13亿,5047万,4408万,638万,1.21,3132万,15.0亿
1297,603583,捷昌驱动,41.82,23.73,3.4,58,12.6亿,55.34,7.36亿,1.96亿,1.32,14.0亿,1.98亿,12.32,44.44,3.87亿,3.2,42.48,18.0亿,14.0亿,2.32亿,9920万,17.2,9.29亿,3.09亿,3.01亿,830万,7.69,1.60亿,50.5亿
1298,603585,苏利股份,20.82,12.34,2.24,34,11.2亿,13.02,12.0亿,3.82亿,1.26,17.2亿,3.82亿,9.3,36.78,7.12亿,3.95,40.7,22.9亿,17.2亿,3.56亿,7176万,8.55,6.90亿,1.96亿,1.85亿,1113万,3.83,2.28亿,37.5亿
1299,603586,金麒麟,13.19,27.18,1.34,6,13.2亿,-7.16,10.4亿,9662万,0.36,18.9亿,9894万,9.83,-45.62,5.93亿,2.75,23.51,28.0亿,18.9亿,6.45亿,1.39亿,24.24,13.2亿,6.79亿,6.35亿,4394万,6.13,7847万,28.4亿
1300,603587,地素时尚,23.48,15.7,3.18,29,14.3亿,6.37,14.7亿,5.54亿,1.12,28.4亿,6.03亿,7.39,25.28,7.85亿,1.96,74.47,33.9亿,28.4亿,3.86亿,986万,12.53,15.9亿,4.25亿,4.04亿,2116万,3.96,4.50亿,94.2亿
1301,603588,高能环境,8.1,16.62,2.19,55,53.0亿,47.1,22.4亿,3.33亿,0.37,35.9亿,3.36亿,3.7,86.49,11.7亿,1.77,30.31,81.5亿,35.9亿,5.62亿,19.2亿,61.69,5.96亿,50.2亿,34.6亿,15.7亿,0.9,2.41亿,53.5亿
1302,603589,口子窖,38.08,15.01,3.96,25,228亿,18.13,32.1亿,15.5亿,1.9,52.0亿,15.5亿,9.63,26.68,38.4亿,6.4,74.34,75.9亿,52.0亿,12.9亿,4.29亿,23.88,9.77亿,18.1亿,17.5亿,6500万,1.63,11.4亿,228亿
1303,603590,康辰药业,31.53,24.11,2.09,22,12.6亿,78.57,6.96亿,1.79亿,0.98,17.9亿,1.80亿,15.08,-62.69,12.0亿,7.48,94.98,28.1亿,17.9亿,3.12亿,8283万,14.21,9.82亿,4.00亿,2.84亿,1.16亿,6.14,1.57亿,50.4亿
1304,603595,东尼电子,32.61,33.25,5.59,43,15.9亿,70.94,7.15亿,1.19亿,0.74,7.19亿,1.23亿,5.84,21.03,3.25亿,2.28,33.06,14.6亿,7.19亿,5.17亿,6150万,42.89,4.19亿,6.26亿,5.46亿,8021万,2.93,1.05亿,46.6亿
1305,603596,伯特利,20.7,28.13,4.47,6,8.46亿,19.12,19.0亿,3.12亿,0.55,27.9亿,3.12亿,4.63,22.89,7.52亿,1.84,24.28,35.7亿,27.9亿,5.67亿,4669万,43.22,6.66亿,15.4亿,13.0亿,2.44亿,1.63,2.25亿,84.6亿
1306,603598,引力传媒,9.27,36.97,4.45,14,24.8亿,67.92,25.2亿,6421万,0.19,13.1亿,6420万,2.08,66.46,3.03亿,1.12,8.35,19.9亿,13.1亿,546万,698万,71.68,1901万,14.3亿,11.1亿,3.17亿,0.07,5089万,25.1亿
1307,603599,广信股份,11.07,10.28,1.13,52,41.2亿,23.83,22.5亿,4.39亿,0.81,39.1亿,4.47亿,9.79,31.27,17.3亿,3.72,31.95,57.8亿,39.1亿,10.5亿,2.08亿,21.3,21.5亿,12.3亿,11.8亿,4766万,4.63,3.75亿,51.4亿
1308,603600,永艺股份,7.7,23.68,2.06,35,19.2亿,30.07,17.0亿,8618万,0.24,11.4亿,8615万,3.74,-17.53,2.71亿,0.89,15.17,16.4亿,11.4亿,2.98亿,8029万,30.56,5.54亿,5.02亿,5.01亿,77.7万,1.83,7391万,23.3亿
1309,603601,再升科技,7.8,26.11,3.35,49,42.2亿,102.38,8.35亿,1.39亿,0.22,10.7亿,1.39亿,2.33,51,2.34亿,0.43,31.97,22.8亿,10.7亿,4.78亿,1.83亿,42.95,4.49亿,9.77亿,7.63亿,2.14亿,0.83,1.21亿,42.2亿
1310,603602,纵横通信,27.22,93.15,4.65,42,18.1亿,7.18,3.65亿,2601万,0.22,9.41亿,2846万,5.85,-13.63,2.89亿,2.58,17.81,10.2亿,9.41亿,660万,32.7万,34.99,2.13亿,3.57亿,3.57亿,0,1.91,2455万,30.5亿
1311,603603,博天环境,16.97,32.1,4.69,55,39.9亿,92.35,29.2亿,1.84亿,0.4,42.3亿,1.88亿,3.62,15.97,6.80亿,1.69,19.31,103亿,42.3亿,7597万,14.5亿,79.32,3.19亿,81.9亿,55.4亿,26.6亿,0.79,1.59亿,68.1亿
1312,603605,珀莱雅,46.55,38.62,5.9,34,28.9亿,28.58,15.6亿,2.28亿,0.9,16.0亿,2.30亿,7.9,44.57,5.53亿,2.75,63.14,25.9亿,16.0亿,2.48亿,3.31亿,38.83,8.05亿,10.1亿,8.29亿,1.78亿,4,1.82亿,93.6亿
1313,603606,东方电缆,9.49,31.07,2.85,38,39.8亿,36.9,21.9亿,1.34亿,0.23,24.0亿,1.32亿,3.33,212.9,4.85亿,0.96,15.79,30.9亿,24.0亿,4.65亿,1.20亿,45.8,6.21亿,14.1亿,13.8亿,3393万,1.23,1.15亿,47.7亿
1314,603607,京华激光,18.57,27.27,3.22,28,9.05亿,0.09,4.03亿,7365万,0.51,6.45亿,7378万,5.77,1.77,1.75亿,1.37,31.68,8.83亿,6.45亿,1.32亿,4114万,16.72,4.24亿,1.48亿,1.47亿,25.4万,3.33,6513万,23.7亿
1315,603608,天创时尚,10.71,18.58,2.21,29,13.8亿,21.89,14.7亿,2.32亿,0.43,13.8亿,2.22亿,4.85,33.7,5.06亿,1.17,56.47,26.6亿,13.8亿,3.37亿,9762万,20.59,11.1亿,5.47亿,5.39亿,808万,2.58,1.87亿,46.2亿
1316,603609,禾丰牧业,7.84,12.06,1.76,39,65.2亿,14.85,115亿,5.12亿,0.49,33.4亿,5.18亿,4.46,53.42,25.5亿,3.06,8.44,68.5亿,33.4亿,15.3亿,2.08亿,39.75,9896万,27.2亿,26.6亿,6278万,0.12,4.05亿,65.2亿
1317,603611,诺力股份,12.37,16.03,2,13,28.0亿,19.38,18.2亿,1.92亿,0.58,23.6亿,1.91亿,6.17,29.7,6.30亿,2.35,24.02,35.0亿,23.6亿,2.43亿,8690万,51.73,7.62亿,18.1亿,17.8亿,2486万,2.85,1.55亿,33.1亿
1318,603612,索通发展,11.92,17.82,1.69,43,21.3亿,11.67,25.3亿,2.26亿,0.5,22.9亿,2.27亿,7.04,-51.13,10.5亿,3.09,18.6,54.8亿,22.9亿,13.1亿,2.96亿,49.15,10.2亿,26.9亿,22.1亿,4.85亿,3,1.71亿,40.6亿
1319,603615,茶花股份,9.02,28.19,1.62,48,6.75亿,5.86,5.58亿,7528万,0.24,9.56亿,7700万,5.57,-16.36,3.88亿,1.62,27.1,14.2亿,9.56亿,3.44亿,4815万,5.88,6.70亿,8346万,7889万,457万,2.79,5759万,21.6亿
1320,603616,韩建河山,11.16,337.58,4.18,60,32.7亿,29.6,5.82亿,1423万,0.02,13.3亿,1368万,2.67,127.96,2.01亿,0.69,20.84,23.6亿,13.3亿,3.85亿,1.24亿,65.91,2.53亿,15.5亿,10.9亿,4.60亿,0.86,727万,32.7亿
1321,603617,君禾股份,16.93,23.23,3.39,13,5.15亿,9.18,4.69亿,6414万,0.55,4.40亿,6374万,5,33.39,1.91亿,1.87,24.71,7.12亿,4.40亿,1.50亿,7663万,28.49,2.15亿,2.03亿,2.02亿,47.9万,2.11,5567万,17.2亿
1322,603618,杭电股份,5.75,40,1.82,38,39.5亿,2.99,30.5亿,9651万,0.11,36.8亿,9501万,3.15,-21.52,5.48亿,0.8,16.94,54.0亿,36.8亿,5.93亿,2.43亿,58.48,8.69亿,31.6亿,23.0亿,8.55亿,1.27,7406万,39.5亿
1323,603619,中曼石油,15.99,61.87,2.63,11,6.40亿,-22.93,10.3亿,1.24亿,0.19,21.8亿,1.24亿,6.07,-77,9.39亿,2.35,28.92,42.6亿,21.8亿,12.3亿,5683万,42.96,10.1亿,18.3亿,17.0亿,1.25亿,2.53,7754万,64.0亿
1324,603626,科森科技,7.86,36.36,1.87,45,12.4亿,4.37,15.3亿,5792万,0.16,16.6亿,6977万,4.21,-43.08,5.70亿,1.37,23.05,38.5亿,16.6亿,14.3亿,1.31亿,52.3,7.11亿,20.1亿,17.2亿,2.93亿,1.71,6739万,32.7亿
1325,603628,清源股份,9,140.13,2.64,50,7.99亿,-1.13,6.18亿,2041万,0.05,18.2亿,2050万,3.41,-72.54,2.50亿,0.91,26.96,26.4亿,18.2亿,7.22亿,881万,63.13,3.96亿,16.7亿,14.4亿,2.27亿,1.45,1319万,24.6亿
1326,603629,利通电子,40.7,32.18,6.06,45,0,0,7.06亿,5464万,0.9,9.95亿,5440万,6.71,0,1.47亿,1.96,21.23,13.4亿,9.95亿,2.72亿,5129万,63.83,2.47亿,8.52亿,8.48亿,455万,3.29,4743万,30.5亿
1327,603630,拉芳家化,13.87,17.83,1.73,34,11.3亿,-1.6,7.09亿,1.51亿,0.58,16.7亿,1.54亿,8,34.03,6.99亿,3.08,59.87,20.2亿,16.7亿,6069万,4906万,9.84,8.21亿,1.99亿,1.87亿,1166万,3.62,1.32亿,31.4亿
1328,603633,徕木股份,10.39,32.91,2.24,50,11.2亿,21.79,3.33亿,4179万,0.24,6.57亿,4186万,4.63,-8.41,3.66亿,2.34,31.97,11.8亿,6.57亿,4.18亿,2096万,38.66,1.62亿,4.57亿,4.01亿,5633万,1.03,3705万,16.3亿
1329,603636,南威软件,10.4,33.63,3.26,56,54.4亿,70.41,5.77亿,1.40亿,0.23,13.6亿,1.41亿,3.19,267.42,4.25亿,0.81,43.66,26.0亿,13.6亿,1.74亿,9564万,35.43,7.15亿,9.21亿,8.15亿,1.06亿,1.36,1.22亿,54.8亿
1330,603637,镇海股份,14.25,46.72,3.35,16,6.16亿,152.91,3.86亿,4522万,0.23,8.56亿,4521万,4.25,15.26,2.34亿,1.34,14.81,9.53亿,8.56亿,5471万,2861万,22.34,2.54亿,2.13亿,2.03亿,1016万,1.46,3981万,24.8亿
1331,603638,艾迪精密,24.32,27.15,6.51,58,20.7亿,59.44,7.50亿,2.03亿,0.67,6.09亿,2.03亿,3.73,70.76,3.95亿,1.51,44.28,14.8亿,6.09亿,5.40亿,6621万,34.37,2.70亿,5.09亿,4.82亿,2711万,1.04,1.75亿,63.3亿
1332,603639,海利尔,26.55,10.64,2.36,34,14.4亿,43.61,16.5亿,3.76亿,1.87,18.6亿,3.78亿,11.23,66.28,9.86亿,5.82,39.68,29.2亿,18.6亿,3.30亿,1.18亿,34.92,7.13亿,10.2亿,9.31亿,8988万,4.21,3.17亿,45.0亿
1333,603648,畅联股份,10.82,23.81,2.47,23,29.6亿,3.98,9.20亿,1.52亿,0.34,11.7亿,1.65亿,4.38,4.88,2.80亿,0.76,26.09,19.7亿,11.7亿,2.83亿,1.11亿,17.68,9.04亿,3.48亿,3.36亿,1184万,2.45,1.26亿,39.9亿
1334,603650,彤程新材,20.43,27.84,5.5,34,12.0亿,16.99,16.3亿,4.09亿,0.55,22.0亿,4.07亿,3.71,44.63,7.27亿,1.24,37.56,31.0亿,22.0亿,2.71亿,7157万,28.82,8.26亿,8.93亿,8.56亿,3700万,1.41,3.23亿,120亿
1335,603655,朗博科技,15.09,51.17,3.37,6,4.00亿,-1.64,1.31亿,2198万,0.22,3.32亿,2760万,4.47,-5.99,7641万,0.72,43.73,4.99亿,3.32亿,1.41亿,1990万,4.91,2.84亿,2446万,1962万,484万,2.68,2345万,16.0亿
1336,603656,泰禾光电,15.06,25.62,2.59,13,9.54亿,7.6,3.05亿,7576万,0.44,8.27亿,7816万,5.83,6.47,3.50亿,2.35,53.75,9.83亿,8.27亿,1.06亿,4142万,11.17,3.26亿,1.10亿,1.02亿,766万,2.19,6564万,22.4亿
1337,603657,春光科技,30.23,29.05,3.56,48,7.26亿,10.23,3.60亿,8043万,0.78,7.56亿,8755万,8.5,13.86,1.84亿,1.92,35.7,9.00亿,7.56亿,9107万,3967万,9.39,5.18亿,8457万,8086万,371万,5.4,7491万,29.0亿
1338,603658,安图生物,46.95,35.98,11.1,22,64.1亿,38.39,13.6亿,4.74亿,0.98,9.87亿,4.75亿,4.23,27.01,6.74亿,1.6,66.78,24.4亿,9.87亿,8.26亿,2.14亿,25.92,5.36亿,6.32亿,5.50亿,8218万,1.28,4.11亿,197亿
1339,603659,璞泰来,45.84,34.67,7.24,43,88.5亿,47.76,22.9亿,4.87亿,0.99,43.7亿,5.08亿,6.34,32.48,12.4亿,2.87,33.18,60.3亿,43.7亿,5.51亿,1.76亿,51.07,10.6亿,30.8亿,22.6亿,8.14亿,2.44,4.29亿,198亿
1340,603660,苏州科达,18.94,36.5,4.43,58,45.0亿,41.7,15.4亿,1.40亿,0.39,18.7亿,1.41亿,4.28,37.97,8.98亿,2.49,63.78,22.0亿,18.7亿,2.01亿,2598万,28.78,3.91亿,6.32亿,6.23亿,926万,1.09,1.40亿,68.2亿
1341,603661,恒林股份,30.8,18.04,1.39,35,8.85亿,18,16.8亿,1.45亿,1.28,20.9亿,1.45亿,22.18,-21.7,7.14亿,7.14,18.14,27.4亿,20.9亿,3.47亿,1.06亿,17.48,13.5亿,4.80亿,4.43亿,3626万,13.54,1.28亿,30.8亿
1342,603663,三祥新材,19.4,30.11,5.07,43,9.52亿,50.57,4.55亿,7825万,0.48,4.00亿,7695万,3.82,59.18,1.95亿,1.44,28.37,7.16亿,4.00亿,1.47亿,2613万,27.54,1.76亿,1.97亿,1.74亿,2324万,1.3,6559万,26.3亿
1343,603665,康隆达,27.74,28.49,2.81,29,10.3亿,13.35,6.49亿,8563万,0.73,6.44亿,8800万,9.87,12.23,2.59亿,2.59,27.68,12.9亿,6.44亿,3.04亿,1.10亿,22.82,5.89亿,2.95亿,2.53亿,4209万,5.89,7302万,27.7亿
1344,603666,亿嘉和,47,38.55,5.19,58,11.5亿,37.41,2.80亿,9945万,0.91,9.04亿,1.06亿,9.06,30.45,2.11亿,2.04,62.96,9.92亿,9.04亿,1426万,5903万,9.23,5.99亿,9159万,7567万,1592万,5.82,8983万,46.2亿
1345,603667,五洲新春,8.4,19.65,1.79,13,9.53亿,16.61,9.85亿,1.01亿,0.32,11.9亿,1.01亿,4.69,7.96,4.24亿,1.61,21.56,21.3亿,11.9亿,6.28亿,1.63亿,37.34,5.03亿,7.95亿,7.35亿,5944万,1.91,8435万,22.1亿
1346,603668,天马科技,7.59,23.97,2.54,39,14.1亿,29.66,10.2亿,8112万,0.24,16.5亿,8181万,2.99,1,3.33亿,1.11,20.22,21.7亿,16.5亿,3.50亿,7199万,55.88,1.91亿,12.1亿,9.62亿,2.50亿,0.64,7119万,22.8亿
1347,603669,灵康药业,10.35,17.01,2.77,22,37.7亿,104.74,11.8亿,1.26亿,0.46,10.4亿,1.85亿,3.74,71.68,3.72亿,1.02,87.82,17.1亿,10.4亿,2.53亿,4773万,20.46,5.43亿,3.50亿,2.44亿,1.06亿,1.49,1.66亿,37.7亿
1348,603676,卫信康,11.17,55.03,5.32,22,7.45亿,69.82,4.77亿,7332万,0.15,7.36亿,7422万,2.1,-16.54,1.80亿,0.42,48.27,11.0亿,7.36亿,1.26亿,2372万,19.35,2.57亿,2.13亿,2.08亿,477万,0.61,6439万,47.2亿
1349,603677,奇精机械,13.83,39.05,2.87,26,7.90亿,5.59,9.63亿,6334万,0.27,9.30亿,6279万,4.82,-25.69,2.59亿,1.32,17.75,14.7亿,9.30亿,3.55亿,7628万,35.8,4.96亿,5.28亿,5.14亿,1331万,2.53,5210万,27.1亿
1350,603678,火炬电子,17.15,23.08,2.85,50,77.4亿,9.09,14.4亿,3.16亿,0.56,25.8亿,3.16亿,6.01,52.95,10.7亿,2.37,35.35,38.3亿,25.8亿,6.26亿,1.54亿,27.68,11.0亿,10.6亿,9.73亿,8675万,2.44,2.52亿,77.6亿
1351,603679,华体科技,23.18,37.18,4.19,50,8.12亿,29.32,3.75亿,5763万,0.47,6.06亿,5821万,5.53,57.34,2.35亿,2.33,33.33,7.79亿,6.06亿,5893万,2005万,28.32,2.09亿,2.21亿,2.21亿,0,2.07,4723万,23.4亿
1352,603680,今创集团,16.38,22.41,2.74,40,9.63亿,8.2,22.2亿,4.04亿,0.55,56.4亿,4.02亿,5.97,-17.03,11.8亿,1.95,35.82,74.5亿,56.4亿,7.52亿,2.60亿,50.53,17.4亿,37.7亿,28.5亿,9.13亿,2.86,3.34亿,99.7亿
1353,603683,晶华新材,14.52,75.66,2.35,34,6.46亿,13.03,5.91亿,1788万,0.14,6.43亿,2107万,6.18,-42.27,2.77亿,2.19,18.73,12.8亿,6.43亿,3.84亿,7192万,37.67,3.68亿,4.83亿,4.08亿,7537万,2.9,1823万,18.4亿
1354,603685,晨丰科技,14.92,20.72,2.07,26,6.59亿,5.98,6.16亿,7982万,0.54,9.00亿,7960万,7.2,-20.7,2.25亿,1.73,22.94,12.8亿,9.00亿,2.17亿,1912万,24.81,5.62亿,3.17亿,2.45亿,7231万,4.32,7022万,19.4亿
